function_count,struct_count,union_count,enum_count,typedef_count,global_var_count,goto_count,return_count,switch_count,case_count,ternary_count,static_count,const_count,malloc_count,calloc_count,realloc_count,free_count,total_alloc,memory_pair_ratio,null_check_count,null_check_ratio,printf_count,scanf_count,fprintf_count,fscanf_count,fopen_count,fclose_count,puts_count,gets_count,fgets_count,file_pair_ratio,include_count,std_header_count,custom_header_count,header_diversity,define_count,define_func_count,ifdef_count,ifndef_count,pragma_count,define_descriptive_ratio,single_char_var_count,unique_id_count,avg_id_length,snake_case_count,camel_case_count,upper_case_count,naming_consistency,naming_uniform,func_count_named,func_descriptive_ratio,func_short_name_count,comment_count,perfect_comment_ratio,capitalized_comment_ratio,avg_comment_len,std_comment_len,explanatory_comment_ratio,step_comment_count,doc_comment_count,dead_code_count,comment_line_count,comment_line_ratio,op_spacing_total,op_spacing_rate,comma_total,comma_space_rate,total_lines,total_chars,line_len_mean,line_len_std,line_len_max,nb_line_len_mean,nb_line_len_std,nb_line_len_cv,blank_line_ratio,max_consec_blank,tab_indent_lines,space_indent_lines,mixed_indent,indent_mode,indent_inconsistency,indent_inconsistency_ratio,trailing_ws_ratio,brace_same_line,brace_next_line,brace_consistency,code_density,cyclomatic_branches,avg_cyclomatic,max_nesting,avg_nesting,halstead_n1,halstead_n2,halstead_N1,halstead_N2,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,halstead_bugs,maintainability_index,ast_node_count,ast_error_count,ast_error_ratio,_file,_path,_label,_chars
3,15,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,4,0.5,1,0.25,1,0,0,0,0,0,0,1,1,0.0,3,3,0,3,3,0,0,0,0,1.0,34,34,4.878787878787879,3,0,3,1.0,True,3,0.3333333333333333,0,9,0.0,1.0,56.111111111111114,13.923955731396038,1.0,0,4,0,9,0.08571428571428572,28,0.7857142857142857,17,1.0,115,3498,29.42608695652174,22.48209369391569,97,32.22857142857143,21.523522964801245,0.6678398083050032,0.08695652173913043,1,0,93,False,2,0,0.0,0.0,15,2,0.8823529411764706,0.9130434782608695,14,4.666666666666667,3,2.3529411764705883,17,45,85,250,62,335,1994.66,47.22,94192.08,0.6649,74.78,1058,0,0.0,088696_FormAI_31467.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\088696_FormAI_31467.c,1,3498
2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2,2.0,1,0,0,0,0,0,0,0,0,0.0,7,3,4,7,3,0,0,0,0,0.6666666666666666,6,35,6.318181818181818,6,0,6,1.0,True,2,0.0,0,16,0.0,1.0,22.875,7.952004464284461,0.875,0,1,0,16,0.21052631578947367,7,1.0,15,1.0,87,2479,27.50574712643678,19.15806817416464,78,31.486842105263158,17.169812417401463,0.5453011883504016,0.12643678160919541,1,0,61,False,2,0,0.0,0.0,11,0,1.0,0.8735632183908046,9,4.5,5,2.8333333333333335,5,51,23,114,56,137,795.61,5.59,4446.04,0.2652,96.66,570,0,0.0,071482_FormAI_110787.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\071482_FormAI_110787.c,1,2479
2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,6,1,0,0,0,0,0,0,0,0.0,3,3,0,3,0,0,0,0,0,0.0,0,10,8.333333333333334,0,3,0,1.0,True,2,0.0,0,1,0.0,1.0,52.0,0.0,1.0,0,1,0,1,0.034482758620689655,5,1.0,2,1.0,35,950,26.17142857142857,26.432107871499998,127,31.586206896551722,25.926311015139536,0.8208111565928456,0.17142857142857143,1,0,21,False,2,0,0.0,0.0,4,0,1.0,0.8285714285714286,3,1.5,3,2.1666666666666665,7,20,7,39,27,46,218.72,6.83,1492.8,0.0729,100.0,229,0,0.0,055302_FormAI_84516.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\055302_FormAI_84516.c,1,950
1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,4,0,0,0,0,0,0,0,0,0.0,6,3,3,6,2,0,0,0,0,0.5,0,35,9.5,11,0,7,1.0,True,1,0.0,0,9,0.0,0.8888888888888888,44.888888888888886,18.852906904916072,1.0,0,0,0,9,0.13043478260869565,6,1.0,18,1.0,84,2745,31.69047619047619,24.696238478993877,106,38.57971014492754,21.833630353396057,0.5659355726462538,0.17857142857142858,1,0,57,False,2,4,0.07017543859649122,0.0,8,0,1.0,0.8214285714285714,7,7.0,3,2.25,5,52,24,119,57,143,834.1,5.72,4772.03,0.278,92.36,552,0,0.0,011395_FormAI_57405.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\011395_FormAI_57405.c,1,2745
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,7,0,0,0,0,0,0,0,0,0.0,3,3,0,3,0,0,0,0,0,0.0,0,7,5.956521739130435,1,0,0,1.0,True,1,0.0,0,5,0.0,0.0,54.0,12.13260071048248,1.0,0,0,0,5,0.2,12,0.8333333333333334,2,1.0,29,1240,41.793103448275865,34.48675838871656,101,48.24,32.83568790203732,0.6806734639725812,0.13793103448275862,1,0,20,False,2,0,0.0,0.10344827586206896,6,0,1.0,0.8620689655172413,5,5.0,2,1.8571428571428572,5,21,12,42,26,54,253.82,5.0,1269.12,0.0846,100.0,247,0,0.0,077397_FormAI_87273.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\077397_FormAI_87273.c,1,1240
1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,5,2,0,0,0,0,0,0,0,0.0,2,2,0,2,0,0,0,0,0,0.0,0,6,6.28,0,1,0,1.0,True,1,0.0,0,4,0.25,0.25,54.5,47.510525149697095,1.0,0,1,0,4,0.14814814814814814,12,1.0,6,1.0,34,1024,29.147058823529413,33.13531291443791,140,36.7037037037037,33.245233370186085,0.9057732603380669,0.20588235294117646,1,0,22,False,2,0,0.0,0.08823529411764706,3,0,1.0,0.7941176470588235,2,2.0,2,1.75,8,22,16,44,30,60,294.41,8.0,2355.31,0.0981,100.0,229,0,0.0,004165_FormAI_53113.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\004165_FormAI_53113.c,1,1024
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,10,0,0,0,0,0,0,0,0,0.0,2,2,0,2,0,0,0,0,0,0.0,0,3,5.909090909090909,0,0,0,1.0,True,1,0.0,0,4,0.0,1.0,38.25,6.49519052838329,1.0,4,0,0,4,0.13333333333333333,0,0.0,0,0.0,36,1473,39.94444444444444,25.377094269838047,106,47.93333333333333,19.74492902550481,0.4119248058172075,0.16666666666666666,1,0,26,False,2,0,0.0,0.0,1,0,1.0,0.8333333333333334,0,0.0,1,1.0,0,25,0,44,25,44,204.33,0.0,0.0,0.0,100.0,271,0,0.0,030495_FormAI_111286.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\030495_FormAI_111286.c,1,1473
3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,6,0,0,0,0,0,0,0,0,0.0,3,3,0,3,0,0,0,0,0,0.0,0,14,6.854166666666667,0,2,0,1.0,True,3,0.0,0,2,0.0,0.5,47.0,15.0,1.0,0,0,0,2,0.058823529411764705,1,1.0,13,1.0,40,1083,26.1,20.48755719943205,70,30.470588235294116,19.126875600636257,0.6277159946154757,0.15,1,0,23,False,2,0,0.0,0.075,4,0,1.0,0.85,1,0.3333333333333333,2,1.25,4,31,10,72,35,82,420.6,4.65,1953.76,0.1402,100.0,333,0,0.0,066237_FormAI_68419.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\066237_FormAI_68419.c,1,1083
1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,5,5.0,1,0,0,0,0,0,0,0,0,0.0,6,3,3,6,2,0,0,0,0,0.5,0,44,7.714285714285714,14,0,6,1.0,True,1,0.0,0,11,0.0,1.0,30.454545454545453,13.24842108166195,0.9090909090909091,0,0,0,11,0.09565217391304348,14,1.0,32,1.0,131,4027,29.748091603053435,21.04932176436335,96,33.88695652173913,19.090979074986905,0.5633724900239913,0.12213740458015267,1,0,105,False,2,0,0.0,0.0,17,0,1.0,0.8778625954198473,16,16.0,4,2.888888888888889,7,69,43,206,76,249,1555.73,10.45,16256.29,0.5186,75.28,976,0,0.0,012280_FormAI_2319.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\012280_FormAI_2319.c,1,4027
6,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0.0,2,2.0,11,2,0,0,0,0,0,0,0,0.0,2,2,0,2,2,0,0,0,0,0.0,47,24,5.661016949152542,12,0,2,1.0,True,6,0.8333333333333334,0,1,0.0,0.0,18.0,0.0,1.0,0,0,0,1,0.006993006993006993,84,1.0,24,1.0,180,4406,23.483333333333334,22.86736514968195,141,28.076923076923077,23.453592601500514,0.8353334351219361,0.20555555555555555,1,0,120,False,2,0,0.0,0.16111111111111112,0,19,1.0,0.7944444444444444,31,5.166666666666667,4,2.15,15,47,117,313,62,430,2560.3,49.95,127879.03,0.8534,49.12,1365,0,0.0,028657_FormAI_39871.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\028657_FormAI_39871.c,1,4406
2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1.0,1,1.0,3,0,0,0,2,2,0,0,0,1.0,4,4,0,4,0,0,0,0,0,0.0,3,19,7.944444444444445,3,0,1,1.0,True,2,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,7,1.0,13,1.0,34,1047,29.823529411764707,22.780888001381506,84,31.6875,22.188732360141714,0.7002361297086143,0.058823529411764705,1,0,24,False,2,0,0.0,0.0,5,0,1.0,0.9411764705882353,3,1.5,3,1.8333333333333333,4,32,8,70,36,78,403.25,4.38,1764.24,0.1344,82.97,331,0,0.0,003478_FormAI_56604.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\003478_FormAI_56604.c,1,1047
4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,6,0,0,0,0,0,0,0,0,0.0,4,4,0,4,2,0,0,0,0,0.0,31,15,4.165829145728643,0,5,2,1.0,True,4,0.0,0,22,0.0,1.0,36.95454545454545,18.716733574597875,0.8181818181818182,0,4,0,22,0.19130434782608696,43,0.6046511627906976,25,1.0,132,4674,34.416666666666664,29.60191477904526,109,39.504347826086956,28.369418290474105,0.7181340751495756,0.12878787878787878,1,0,98,False,2,0,0.0,0.0,14,0,1.0,0.8712121212121212,15,3.75,4,2.526315789473684,11,34,79,457,45,536,2943.63,73.93,217612.42,0.9812,80.49,2119,0,0.0,003905_FormAI_35034.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\003905_FormAI_35034.c,1,4674
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,10,2,0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,0.0,14,10,6.241379310344827,0,4,0,1.0,True,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12,1.0,5,1.0,54,1257,22.296296296296298,17.781211088226257,65,26.17391304347826,16.421492210734723,0.6273992040646157,0.14814814814814814,1,0,43,False,2,21,0.4883720930232558,0.0,9,0,1.0,0.8518518518518519,8,8.0,4,2.7,7,29,23,82,36,105,542.84,9.9,5372.27,0.1809,74.39,403,0,0.0,073563_FormAI_27693.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\073563_FormAI_27693.c,1,1257
2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,3,1,0,0,0,0,0,1,1,0.0,2,2,0,2,0,0,0,0,0,0.0,4,10,5.517241379310345,1,0,0,1.0,True,2,0.5,0,2,0.0,0.0,16.0,2.0,0.5,0,1,0,2,0.09090909090909091,2,1.0,6,1.0,27,569,20.11111111111111,16.47519647122401,53,24.681818181818183,14.842771009473582,0.6013645712862224,0.18518518518518517,1,0,16,False,2,0,0.0,0.0,3,0,1.0,0.8148148148148148,1,0.5,2,1.3333333333333333,6,18,6,39,24,45,206.32,6.5,1341.1,0.0688,100.0,178,0,0.0,085181_FormAI_44226.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\085181_FormAI_44226.c,1,569
1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,2,1.0,9,4.5,6,0,0,0,1,1,0,0,0,1.0,4,4,0,4,2,0,0,0,0,1.0,43,27,4.724409448818897,3,0,3,1.0,True,1,0.0,0,2,0.0,1.0,28.0,8.0,1.0,0,0,0,2,0.025974025974025976,22,0.8181818181818182,11,1.0,87,2360,26.137931034482758,18.426101185947722,70,29.532467532467532,16.833473467357194,0.5699988817003095,0.11494252873563218,1,0,69,False,2,0,0.0,0.0,17,0,1.0,0.8850574712643678,16,16.0,6,3.1176470588235294,11,43,39,168,54,207,1191.26,21.49,25598.27,0.3971,72.47,800,0,0.0,078907_FormAI_69427.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\078907_FormAI_69427.c,1,2360
1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,3,3.0,4,0,0,0,0,0,0,1,0,0.0,2,2,0,2,0,0,0,0,0,0.0,17,11,3.217391304347826,0,0,0,1.0,True,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,7,0.8571428571428571,2,1.0,51,845,15.588235294117647,12.52319647003071,51,18.714285714285715,11.621584422521567,0.6210006943332135,0.17647058823529413,1,0,37,False,2,0,0.0,0.17647058823529413,0,6,1.0,0.8235294117647058,6,6.0,4,2.4285714285714284,5,26,19,67,31,86,426.06,6.44,2744.82,0.142,77.59,305,0,0.0,091924_FormAI_105245.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\091924_FormAI_105245.c,1,845
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,7,1,0,0,0,0,0,0,0,0.0,3,3,0,3,0,0,0,0,0,0.0,0,13,6.521739130434782,0,3,0,1.0,True,1,0.0,0,6,0.0,0.0,36.0,12.922847983320086,0.8333333333333334,0,2,0,6,0.15789473684210525,8,1.0,9,1.0,48,1804,36.604166666666664,42.83823233170991,157,46.18421052631579,43.32912917314456,0.9381805746891699,0.20833333333333334,1,0,32,False,2,0,0.0,0.020833333333333332,0,3,1.0,0.7916666666666666,2,2.0,3,2.0,4,54,12,92,58,104,609.23,3.41,2075.89,0.2031,100.0,488,0,0.0,026062_FormAI_67053.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\026062_FormAI_67053.c,1,1804
4,1,0,0,1,0,0,2,1,5,0,0,0,0,0,0,0,0,0.0,0,0.0,14,1,0,0,0,0,0,0,0,0.0,1,1,0,1,2,0,0,0,0,1.0,0,13,7.105882352941176,1,0,2,1.0,True,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2,1.0,11,1.0,76,2147,27.263157894736842,30.127085392354623,165,31.393939393939394,30.25691946299666,0.963782183666882,0.13157894736842105,1,0,53,False,2,0,0.0,0.0,8,0,1.0,0.868421052631579,9,2.25,3,1.7,10,36,38,116,46,154,850.63,16.11,13704.57,0.2835,65.98,550,0,0.0,071426_FormAI_32954.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\071426_FormAI_32954.c,1,2147
3,8,0,0,0,0,0,5,1,4,0,0,0,1,0,0,2,1,1.0,2,2.0,14,4,0,0,0,0,0,0,0,0.0,2,2,0,2,0,0,0,0,0,0.0,0,17,6.695121951219512,4,0,0,1.0,True,3,0.6666666666666666,0,3,0.0,0.0,45.0,0.816496580927726,1.0,0,0,0,3,0.041666666666666664,6,1.0,10,1.0,76,2167,27.526315789473685,18.34571058729829,82,29.055555555555557,17.630378524398743,0.6067816700557884,0.05263157894736842,1,0,59,False,2,0,0.0,0.0,7,0,1.0,0.9473684210526315,9,3.0,3,1.75,8,43,19,123,51,142,805.48,11.44,9216.24,0.2685,80.4,607,0,0.0,058878_FormAI_7202.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\058878_FormAI_7202.c,1,2167
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,13,0,0,0,0,0,0,0,0,0.0,3,3,0,3,0,0,0,0,0,0.0,6,11,7.553571428571429,2,0,0,1.0,True,1,0.0,0,7,0.0,0.0,38.285714285714285,11.259463140136019,1.0,0,0,0,7,0.1111111111111111,9,1.0,5,1.0,72,2202,29.59722222222222,25.07137573355,130,33.82539682539682,23.98646422698374,0.7091258781323208,0.125,1,0,58,False,2,0,0.0,0.0,8,0,1.0,0.875,7,7.0,3,2.090909090909091,6,41,25,102,47,127,705.43,7.46,5264.94,0.2351,92.85,512,0,0.0,054987_FormAI_97203.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\054987_FormAI_97203.c,1,2202
